e0,e1,e2,e4,e5,e6,e9,e10,e11,e15,e18,e21,e22,e23
895,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,93
896,91.0,78.0,82.0,29.0,36.0,98.0,98.0,98.0,80.0,93.0,56.0,39.0,60
897,35.0,30.0,37.0,33.0,33.0,33.0,31.0,37.0,30.0,34.0,28.0,34.0,32
898,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
899,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
900,92.0,78.0,81.0,91.0,80.0,98.0,82.0,81.0,61.0,79.0,87.0,50.0,69
901,55.0,59.0,67.0,50.0,50.0,65.0,50.0,50.0,44.0,50.0,73.0,50.0,38
902,100.0,100.0,100.0,93.0,97.0,100.0,90.0,100.0,100.0,100.0,100.0,92.0,74
903,97.0,95.0,97.0,76.0,74.0,98.0,98.0,96.0,77.0,82.0,87.0,76.0,68
904,90.0,97.0,88.0,92.0,89.0,81.0,60.0,78.0,97.0,97.0,97.0,89.0,84
905,70.0,51.0,100.0,51.0,51.0,74.0,82.0,87.0,51.0,51.0,49.0,50.0,50
907,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,92.0,100.0,100
908,75.0,67.0,97.0,74.0,71.0,59.0,76.0,65.0,82.0,71.0,69.0,94.0,60
909,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86
910,100.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0,61.0,100.0,93.0,100.0,83
911,96.0,96.0,93.0,94.0,92.0,91.0,49.0,75.0,88.0,71.0,91.0,55.0,89
912,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100
913,91.0,90.0,78.0,81.0,75.0,55.0,86.0,59.0,85.0,90.0,88.0,72.0,60
914,73.0,68.0,71.0,71.0,77.0,64.0,72.0,65.0,66.0,67.0,64.0,73.0,60
916,98.0,95.0,99.0,92.0,98.0,100.0,97.0,93.0,96.0,94.0,96.0,96.0,99
917,50.0,54.0,51.0,74.0,80.0,84.0,50.0,51.0,90.0,88.0,51.0,82.0,50
918,61.0,68.0,70.0,64.0,50.0,76.0,63.0,80.0,66.0,63.0,50.0,50.0,42
919,99.0,100.0,100.0,100.0,100.0,100.0,96.0,96.0,67.0,37.0,81.0,72.0,100
920,100.0,100.0,100.0,78.0,67.0,100.0,91.0,100.0,25.0,100.0,100.0,75.0,42
921,61.0,83.0,78.0,86.0,92.0,79.0,63.0,79.0,46.0,72.0,50.0,60.0,64
922,97.0,79.0,95.0,96.0,100.0,100.0,93.0,100.0,100.0,100.0,93.0,79.0,100
923,61.0,61.0,59.0,54.0,57.0,65.0,57.0,56.0,64.0,56.0,57.0,56.0,55
925,91.0,96.0,95.0,69.0,50.0,94.0,65.0,83.0,66.0,78.0,50.0,50.0,50
926,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98
927,62.0,68.0,72.0,58.0,64.0,64.0,58.0,69.0,47.0,68.0,64.0,67.0,66
928,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100
930,83.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81
931,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
932,90.0,90.0,86.0,62.0,55.0,56.0,53.0,56.0,72.0,81.0,54.0,55.0,93
933,100.0,100.0,100.0,99.0,98.0,100.0,100.0,100.0,96.0,100.0,99.0,100.0,100
934,94.0,74.0,52.0,100.0,100.0,99.0,100.0,100.0,92.0,88.0,71.0,72.0,100
936,86.0,79.0,94.0,83.0,71.0,83.0,74.0,82.0,73.0,88.0,86.0,74.0,76
937,84.0,87.0,81.0,80.0,80.0,81.0,86.0,82.0,81.0,85.0,80.0,83.0,84
938,100.0,100.0,100.0,90.0,87.0,100.0,88.0,70.0,92.0,95.0,100.0,81.0,86
939,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100
940,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
941,65.0,55.0,72.0,51.0,50.0,50.0,50.0,57.0,51.0,52.0,51.0,47.0,51
942,56.0,49.0,51.0,42.0,45.0,52.0,53.0,56.0,55.0,52.0,47.0,56.0,43
943,60.0,100.0,100.0,38.0,57.0,58.0,67.0,58.0,71.0,92.0,79.0,69.0,77
945,75.0,82.0,88.0,91.0,90.0,88.0,77.0,88.0,85.0,75.0,84.0,80.0,88
946,96.0,91.0,98.0,90.0,77.0,92.0,89.0,85.0,84.0,57.0,51.0,32.0,51
947,91.0,95.0,96.0,99.0,99.0,100.0,99.0,100.0,98.0,98.0,99.0,100.0,48
948,100.0,100.0,100.0,100.0,88.0,84.0,92.0,92.0,100.0,85.0,97.0,75.0,100
949,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
950,97.0,99.0,100.0,99.0,98.0,100.0,98.0,100.0,97.0,99.0,87.0,100.0,97
951,100.0,100.0,100.0,97.0,96.0,93.0,81.0,90.0,100.0,93.0,92.0,100.0,92
952,100.0,100.0,100.0,99.0,100.0,98.0,100.0,96.0,100.0,100.0,94.0,100.0,96
953,52.0,53.0,52.0,74.0,68.0,19.0,75.0,39.0,87.0,90.0,74.0,53.0,58
954,87.0,59.0,68.0,74.0,52.0,84.0,67.0,74.0,74.0,79.0,60.0,46.0,69
955,80.0,66.0,67.0,73.0,64.0,36.0,62.0,63.0,56.0,58.0,61.0,63.0,37
957,100.0,98.0,98.0,97.0,78.0,97.0,94.0,98.0,98.0,98.0,96.0,90.0,64
958,92.0,89.0,95.0,80.0,86.0,94.0,87.0,86.0,69.0,77.0,83.0,85.0,67
959,87.0,82.0,81.0,74.0,74.0,80.0,67.0,74.0,100.0,67.0,56.0,99.0,64
960,84.0,68.0,68.0,58.0,57.0,60.0,64.0,57.0,50.0,65.0,65.0,59.0,62
961,80.0,83.0,78.0,71.0,67.0,62.0,74.0,70.0,67.0,71.0,74.0,82.0,61
962,65.0,73.0,79.0,93.0,88.0,76.0,100.0,90.0,82.0,82.0,56.0,82.0,48
963,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100
964,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
965,100.0,93.0,100.0,97.0,100.0,63.0,90.0,94.0,92.0,98.0,100.0,95.0,87
966,97.0,96.0,96.0,64.0,70.0,97.0,94.0,96.0,6.0,68.0,66.0,64.0,13
967,100.0,100.0,93.0,87.0,72.0,100.0,100.0,86.0,100.0,100.0,88.0,91.0,100
968,100.0,100.0,100.0,95.0,94.0,96.0,100.0,100.0,74.0,69.0,97.0,71.0,80
969,83.0,82.0,89.0,56.0,55.0,77.0,70.0,75.0,57.0,84.0,90.0,69.0,50
970,56.0,54.0,54.0,57.0,56.0,53.0,46.0,54.0,55.0,54.0,22.0,39.0,39
971,93.0,81.0,75.0,46.0,55.0,75.0,28.0,75.0,90.0,98.0,95.0,81.0,62
972,87.0,79.0,91.0,83.0,82.0,100.0,100.0,90.0,93.0,100.0,90.0,46.0,86
974,100.0,100.0,100.0,100.0,100.0,100.0,95.0,82.0,92.0,100.0,93.0,62.0,100
975,100.0,91.0,95.0,97.0,96.0,98.0,94.0,100.0,77.0,100.0,98.0,100.0,94
976,99.0,97.0,97.0,97.0,87.0,100.0,92.0,100.0,99.0,99.0,97.0,91.0,100
977,100.0,100.0,100.0,82.0,42.0,100.0,80.0,77.0,69.0,82.0,97.0,37.0,90
978,95.0,96.0,97.0,92.0,93.0,100.0,75.0,100.0,89.0,90.0,88.0,92.0,83
979,98.0,98.0,97.0,94.0,96.0,98.0,96.0,96.0,87.0,95.0,93.0,92.0,98
980,91.0,84.0,88.0,14.0,17.0,95.0,29.0,43.0,27.0,23.0,58.0,73.0,42
981,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,100
982,98.0,98.0,97.0,89.0,86.0,99.0,98.0,98.0,99.0,98.0,99.0,97.0,97
984,100.0,100.0,100.0,96.0,94.0,100.0,100.0,100.0,95.0,89.0,83.0,86.0,77
985,99.0,98.0,100.0,100.0,90.0,100.0,100.0,100.0,93.0,100.0,100.0,95.0,100
986,61.0,38.0,33.0,64.0,63.0,44.0,63.0,41.0,39.0,62.0,62.0,40.0,36
988,55.0,60.0,58.0,62.0,62.0,59.0,57.0,60.0,61.0,65.0,59.0,60.0,60
989,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
990,82.0,63.0,50.0,65.0,59.0,72.0,64.0,64.0,62.0,82.0,50.0,58.0,33
991,52.0,51.0,54.0,63.0,57.0,55.0,55.0,56.0,61.0,35.0,57.0,57.0,43
992,87.0,59.0,100.0,54.0,55.0,57.0,54.0,54.0,8.0,91.0,100.0,51.0,44
993,75.0,80.0,80.0,78.0,68.0,91.0,92.0,80.0,58.0,67.0,59.0,53.0,56
994,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,100
995,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,99.0,98
996,96.0,80.0,82.0,78.0,50.0,100.0,90.0,91.0,76.0,71.0,76.0,83.0,64
997,100.0,100.0,100.0,44.0,100.0,82.0,99.0,76.0,60.0,100.0,99.0,86.0,50
998,97.0,86.0,96.0,83.0,72.0,79.0,75.0,85.0,80.0,79.0,65.0,57.0,61
999,96.0,98.0,99.0,100.0,99.0,100.0,100.0,100.0,99.0,100.0,74.0,100.0,89
1002,100.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,100
1003,61.0,53.0,100.0,76.0,32.0,100.0,100.0,33.0,66.0,69.0,89.0,31.0,52
1004,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
1005,94.0,96.0,94.0,67.0,76.0,92.0,88.0,88.0,63.0,89.0,89.0,60.0,66
1006,71.0,65.0,91.0,82.0,93.0,87.0,72.0,62.0,62.0,62.0,50.0,50.0,49
1007,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
1008,98.0,96.0,98.0,96.0,93.0,97.0,93.0,95.0,96.0,93.0,90.0,95.0,89
1009,69.0,76.0,80.0,59.0,62.0,85.0,61.0,87.0,63.0,69.0,88.0,81.0,76
1010,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
1011,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79
1012,97.0,92.0,100.0,69.0,75.0,99.0,88.0,96.0,100.0,94.0,98.0,100.0,79
1013,100.0,91.0,89.0,80.0,90.0,84.0,100.0,85.0,37.0,100.0,100.0,100.0,71
1014,100.0,100.0,100.0,100.0,99.0,99.0,71.0,92.0,100.0,100.0,97.0,51.0,100
1015,100.0,100.0,100.0,94.0,100.0,100.0,97.0,100.0,93.0,100.0,100.0,100.0,80
1016,100.0,100.0,100.0,92.0,93.0,100.0,96.0,100.0,92.0,100.0,99.0,100.0,83
1018,99.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100
1019,88.0,87.0,86.0,88.0,87.0,81.0,82.0,85.0,88.0,88.0,67.0,80.0,82
1021,96.0,91.0,87.0,85.0,84.0,72.0,93.0,78.0,76.0,77.0,92.0,50.0,50
1023,100.0,87.0,78.0,99.0,98.0,93.0,85.0,92.0,98.0,97.0,97.0,92.0,93
1024,78.0,94.0,92.0,94.0,91.0,82.0,62.0,100.0,100.0,100.0,100.0,100.0,100
1025,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.0,100.0,100
1027,48.0,62.0,54.0,54.0,57.0,72.0,64.0,58.0,55.0,60.0,53.0,56.0,53
1028,100.0,100.0,100.0,50.0,55.0,100.0,100.0,100.0,56.0,88.0,50.0,50.0,52
1029,100.0,82.0,97.0,78.0,35.0,64.0,75.0,72.0,69.0,91.0,71.0,46.0,70
1030,90.0,87.0,84.0,58.0,65.0,86.0,69.0,89.0,80.0,85.0,70.0,70.0,80
1031,93.0,100.0,92.0,78.0,100.0,89.0,89.0,78.0,92.0,86.0,63.0,63.0,86
1032,100.0,100.0,100.0,50.0,50.0,100.0,52.0,51.0,100.0,100.0,51.0,50.0,78
1033,51.0,51.0,51.0,28.0,51.0,58.0,50.0,46.0,20.0,35.0,51.0,51.0,17
1034,100.0,100.0,100.0,94.0,100.0,100.0,100.0,100.0,92.0,90.0,100.0,80.0,95
1035,100.0,100.0,100.0,100.0,55.0,100.0,100.0,100.0,100.0,100.0,100.0,52.0,100
1036,100.0,100.0,97.0,99.0,76.0,100.0,95.0,100.0,99.0,98.0,83.0,92.0,96
1037,98.0,98.0,97.0,97.0,82.0,98.0,99.0,96.0,97.0,94.0,90.0,77.0,95
1038,63.0,68.0,77.0,15.0,30.0,65.0,36.0,47.0,11.0,35.0,61.0,27.0,87
1039,100.0,100.0,100.0,39.0,16.0,81.0,98.0,100.0,100.0,100.0,99.0,92.0,54
1041,83.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.0,100
1042,41.0,31.0,26.0,25.0,14.0,63.0,17.0,24.0,8.0,23.0,45.0,20.0,1
1043,52.0,1.0,49.0,1.0,1.0,51.0,41.0,48.0,34.0,42.0,20.0,53.0,21
1044,50.0,50.0,50.0,50.0,50.0,54.0,50.0,50.0,62.0,50.0,50.0,50.0,50
1045,98.0,98.0,98.0,96.0,97.0,98.0,97.0,97.0,97.0,96.0,98.0,89.0,95
1048,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50
1049,100.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,89.0,75.0,50.0,50.0,79
1050,100.0,100.0,100.0,92.0,100.0,100.0,89.0,95.0,72.0,88.0,97.0,88.0,93
1051,100.0,89.0,88.0,77.0,82.0,68.0,62.0,81.0,50.0,75.0,40.0,65.0,31
1052,96.0,96.0,96.0,93.0,85.0,97.0,91.0,97.0,99.0,100.0,97.0,88.0,95
1053,94.0,89.0,93.0,82.0,56.0,93.0,50.0,50.0,50.0,48.0,50.0,50.0,76
1054,50.0,50.0,51.0,73.0,61.0,100.0,50.0,53.0,58.0,50.0,52.0,52.0,54
1055,97.0,100.0,100.0,97.0,85.0,97.0,91.0,97.0,95.0,90.0,96.0,94.0,99
1056,99.0,99.0,99.0,100.0,100.0,100.0,99.0,99.0,98.0,97.0,100.0,100.0,97
1057,100.0,100.0,100.0,84.0,80.0,98.0,58.0,69.0,63.0,32.0,97.0,94.0,87
1058,99.0,98.0,99.0,75.0,99.0,100.0,100.0,100.0,98.0,99.0,99.0,100.0,99
1059,50.0,45.0,47.0,43.0,38.0,43.0,44.0,40.0,44.0,41.0,43.0,42.0,36
1060,99.0,100.0,100.0,51.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,96.0,91
1061,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
1062,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
1063,92.0,92.0,95.0,82.0,59.0,81.0,81.0,94.0,62.0,59.0,85.0,74.0,78
1064,98.0,88.0,87.0,95.0,86.0,100.0,82.0,89.0,85.0,98.0,94.0,94.0,93
1065,100.0,100.0,100.0,96.0,100.0,100.0,100.0,95.0,100.0,99.0,98.0,99.0,100
